code,name,sector
264A,Ｓｃｈｏｏ,サービス業
2652,まんだらけ,小売業
2653,イオン九州,小売業
2654,アスモ,小売業
2656,ベクターホールディングス,小売業
2659,サンエー,小売業
265A,Ｈｍｃｏｍｍ,情報・通信業
2664,カワチ薬品,小売業
2666,オートウェーブ,小売業
2667,イメージ　ワン,卸売業
2668,タビオ,卸売業
2669,カネ美食品,小売業
266A,グローカルマーケティング,サービス業
2670,エービーシー・マート,小売業
2673,夢みつけ隊,小売業
2674,ハードオフコーポレーション,小売業
2676,高千穂交易,卸売業
2678,アスクル,小売業
267A,トワライズ,その他金融業
2681,ゲオホールディングス,小売業
2683,魚喜,小売業
2685,アンドエスティＨＤ,小売業
2686,ジーフット,小売業
2687,シー・ヴイ・エス・ベイエリア,サービス業
2689,オルバヘルスケアホールディングス,卸売業
268A,リガク・ホールディングス,精密機器
2692,伊藤忠食品,卸売業
2693,ＹＫＴ,卸売業
2694,焼肉坂井ホールディングス,小売業
2695,くら寿司,小売業
2698,キャンドゥ,小売業
269A,Ｓａｐｅｅｔ,情報・通信業
2700,木徳神糧,卸売業
2702,日本マクドナルドホールディングス,小売業
2705,大戸屋ホールディングス,小売業
2708,久世,卸売業
271A,アクセリア,情報・通信業
2721,ジェイホールディングス,卸売業
2722,ＩＫホールディングス,小売業
2726,パルグループホールディングス,小売業
2730,エディオン,小売業
2733,あらた,卸売業
2734,サーラコーポレーション,小売業
2735,ワッツ,小売業
2736,フェスタリアホールディングス,小売業
2737,トーメンデバイス,卸売業
273A,ＳＢＩ　サウジアラビア株式上場投信,-
2742,ハローズ,小売業
2743,ピクセルカンパニーズ,卸売業
2747,北雄ラッキー,小売業
2749,ＪＰホールディングス,サービス業
274A,ガーデン,小売業
2750,石光商事,卸売業
2751,テンポスホールディングス,卸売業
2752,フジオフードグループ本社,小売業
2753,あみやき亭,小売業
2760,東京エレクトロン　デバイス,卸売業
2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,小売業
2763,エフティグループ,卸売業
2764,ひらまつ,小売業
2767,円谷フィールズホールディングス,卸売業
2768,双日,卸売業
2769,ヴィレッジヴァンガードコーポレーション,小売業
276A,ククレブ・アドバイザーズ,不動産業
2776,新都ホールディングス,卸売業
2778,パレモ・ホールディングス,小売業
277A,グロービング,サービス業
2780,コメ兵ホールディングス,小売業
2782,セリア,小売業
2784,アルフレッサ　ホールディングス,卸売業
2788,アップルインターナショナル,卸売業
2789,カルラ,小売業
278A,Ｔｅｒｒａ　Ｄｒｏｎｅ,精密機器
2790,ナフコ,小売業
2791,大黒天物産,小売業
2792,ハニーズホールディングス,小売業
2795,日本プリメックス,卸売業
2796,ファーマライズホールディングス,小売業
2798,ワイズテーブルコーポレーション,小売業
279A,インターグ,サービス業
2801,キッコーマン,食料品
2802,味の素,食料品
2804,ブルドックソース,食料品
2805,ヱスビー食品,食料品
2806,ユタカフーズ,食料品
2809,キユーピー,食料品
280A,ＴＭＨ,卸売業
2810,ハウス食品グループ本社,食料品
2811,カゴメ,食料品
2813,和弘食品,食料品
2814,佐藤食品工業,食料品
2815,アリアケジャパン,食料品
2816,ダイショー,食料品
2818,ピエトロ,食料品
2819,エバラ食品工業,食料品
281A,インフォメティス,情報・通信業
2820,やまみ,食料品
282A,グローバルＸ　半導体・トップ１０－日本株式　ＥＴＦ,-
2831,はごろもフーズ,食料品
2836,グローバルＸ　フィンテック－日本株式　ＥＴＦ,-
2837,グローバルＸ　中小型リーダーズ－日本株式　ＥＴＦ,-
2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,-
2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,-
283A,グローバルＸ　ＵＳ　テック・配当貴族　ＥＴＦ,-
2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,-
2841,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,-
2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,-
2843,上場インデックスファンド豪州国債（為替ヘッジあり）,-
2844,上場インデックスファンド豪州国債（為替ヘッジなし）,-
2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,-
2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,-
2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,-
2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,-
2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,-
284A,フクヤ建設,建設業
2851,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,-
2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,-
2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,-
2854,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,-
2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,-
2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,-
2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,-
2858,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,-
2859,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,-
285A,キオクシアホールディングス,電気機器
2860,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,-
2861,上場インデックスファンドフランス国債（為替ヘッジなし）,-
2862,上場インデックスファンドフランス国債（為替ヘッジあり）,-
2864,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,-
2865,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,-
2866,グローバルＸ　米国優先証券　ＥＴＦ,-
2867,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,-
2868,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,-
2869,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,-
286A,ユカリア,サービス業
2870,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,-
2871,ニチレイ,食料品
2872,セイヒョー,食料品
2874,横浜冷凍,卸売業
2875,東洋水産,食料品
2876,デルソーレ,食料品
2877,日東ベスト,食料品
287A,黒田グループ,卸売業
2882,イートアンドホールディングス,食料品
2883,大冷,食料品
2884,ヨシムラ・フード・ホールディングス,食料品
288A,ラクサス・テクノロジーズ,サービス業
2892,日本食品化工,食料品
2894,石井食品,食料品
2897,日清食品ホールディングス,食料品
2901,ウェルディッシュ,食料品
2903,シノブフーズ,食料品
2904,一正蒲鉾,食料品
2907,あじかん,食料品
2908,フジッコ,食料品
290A,Ｓｙｎｓｐｅｃｔｉｖｅ,情報・通信業
2910,ロック・フィールド,食料品
2911,旭松食品,食料品
2914,日本たばこ産業,食料品
2915,ケンコーマヨネーズ,食料品
2916,仙波糖化工業,食料品
2917,大森屋,食料品
2918,わらべや日洋ホールディングス,食料品
291A,リスキル,サービス業
2922,なとり,食料品
2923,サトウ食品,食料品
2924,イフジ産業,食料品
2926,篠崎屋,食料品
2927,ＡＦＣ－ＨＤアムスライフサイエンス,食料品
2929,ファーマフーズ,食料品
292A,エスアイイー,サービス業
2930,北の達人コーポレーション,化学
2931,ユーグレナ,食料品
2932,ＳＴＩフードホールディングス,食料品
2933,紀文食品,食料品
2934,ジェイフロンティア,食料品
2935,ピックルスホールディングス,食料品
2936,ベースフード,食料品
2937,サンクゼール,食料品
2938,オカムラ食品工業,食料品
293A,ＢＡＢＹ　ＪＯＢ,小売業
294A,ＮＥＸＴ　ＦＵＮＤＳ　ＭＳＣＩジャパン気候変動指数（セレクト）連動型上場投信,-
295A,Ｏｎｅ　ＥＴＦ　ＦＴＳＥ・サウジアラビア・インデックス,-
2961,日本調理機,金属製品
2962,テクニスコ,金属製品
296A,令和アカウンティング・ホールディングス,サービス業
2970,グッドライフカンパニー,不動産業
2971,エスコンジャパンリート投資法人,-
2972,サンケイリアルエステート投資法人,-
2975,スター・マイカ・ホールディングス,不動産業
2978,ツクルバ,不動産業
2979,ＳＯＳｉＬＡ物流リート投資法人,-
297A,アルピコホールディングス,小売業
2980,ＳＲＥホールディングス,不動産業
2981,ランディックス,不動産業
2982,ＡＤワークスグループ,不動産業
2983,アールプランナー,不動産業
2984,ヤマイチエステート,不動産業
2985,ファーストステージ,不動産業
2986,ＬＡホールディングス,不動産業
2989,東海道リート投資法人,-
298A,ＧＶＡ　ＴＥＣＨ,情報・通信業
2990,アイダ設計,不動産業
2991,ランドネット,不動産業
2992,アーバンライク,不動産業
2993,長栄,不動産業
2994,アンサーホールディングス,不動産業
2995,ジェイレックス・コーポレーション,不動産業
2997,ストレージ王,不動産業
2998,クリアル,不動産業
2999,ホームポジション,不動産業
299A,クラシル,サービス業
3001,片倉工業,繊維製品
3002,グンゼ,繊維製品
3003,ヒューリック,不動産業
3004,神栄,卸売業
300A,ＭＩＣ,サービス業
3010,ポラリス・ホールディングス,サービス業
3011,バナーズ,小売業
301A,インデックス,不動産業
3020,アプライド,小売業
3021,パシフィックネット,サービス業
3023,ラサ商事,卸売業
3024,クリエイト,卸売業
3028,アルペン,小売業
302A,ビースタイルホールディングス,サービス業
3030,ハブ,小売業
3031,ラクーンホールディングス,情報・通信業
3034,クオールホールディングス,小売業
3035,ケイティケイ,卸売業
3036,アルコニックス,卸売業
3038,神戸物産,卸売業
303A,ｖｉｓｕｍｏ,情報・通信業
3040,ソリトンシステムズ,情報・通信業
3041,ビューティカダンホールディングス,卸売業
3042,セキュアヴェイル,情報・通信業
3045,カワサキ,卸売業
3046,ジンズホールディングス,小売業
3048,ビックカメラ,小売業
304A,フォルシア,情報・通信業
3050,ＤＣＭホールディングス,小売業
3053,ペッパーフードサービス,小売業
3054,ハイパー,卸売業
3058,三洋堂ホールディングス,小売業
3059,ヒラキ,小売業
305A,ダブルツリー,小売業
3063,ジェイグループホールディングス,小売業
3064,ＭｏｎｏｔａＲＯ,小売業
3065,ライフフーズ,小売業
3067,東京一番フーズ,小売業
3068,ＷＤＩ,小売業
3069,ＪＦＬＡホールディングス,食料品
3070,ジェリービーンズグループ,卸売業
3071,ストリーム,小売業
3075,銚子丸,小売業
3076,あい　ホールディングス,卸売業
3077,ホリイフードサービス,小売業
3079,ディーブイエックス,卸売業
307A,ハウジング・スタッフ,建設業
3080,ジェーソン,小売業
3082,きちりホールディングス,小売業
3083,スターシーズ,小売業
3086,Ｊ．フロント　リテイリング,小売業
3087,ドトール・日レスホールディングス,小売業
3088,マツキヨココカラ＆カンパニー,小売業
3089,テクノアルファ,卸売業
308A,ぽすとめいとホールディングス,サービス業
3091,ブロンコビリー,小売業
3092,ＺＯＺＯ,小売業
3093,トレジャー・ファクトリー,小売業
3094,スーパーバリュー,小売業
3096,オーシャンシステム,小売業
3097,物語コーポレーション,小売業
3099,三越伊勢丹ホールディングス,小売業
309A,コスモス調剤,小売業
3101,東洋紡,化学
3103,ユニチカ,繊維製品
3104,富士紡ホールディングス,繊維製品
3105,日清紡ホールディングス,電気機器
3106,倉敷紡績,繊維製品
3107,ダイワボウホールディングス,卸売業
3109,シキボウ,繊維製品
310A,サーティーフォー,不動産業
3110,日東紡績,ガラス・土石製品
3111,オーミケンシ,繊維製品
3113,ＵＮＩＶＡ・Ｏａｋホールディングス,証券、商品先物取引業
3116,トヨタ紡織,輸送用機器
311A,ＮＰＴ,医薬品
3121,マーチャント・バンカーズ,サービス業
3123,サイボー,繊維製品
312A,シンコーホールディングス,建設業
3131,シンデン・ハイテックス,卸売業
3132,マクニカホールディングス,卸売業
3133,海帆,小売業
3134,Ｈａｍｅｅ,小売業
3135,マーケットエンタープライズ,小売業
3137,ファンデリー,小売業
3138,富士山マガジンサービス,小売業
3139,ラクト・ジャパン,卸売業
313A,ｉシェアーズ　Ｓ＆Ｐ　５００　トップ　２０　ＥＴＦ,-
3140,ＢＲＵＮＯ,卸売業
3143,オーウイル,卸売業
3148,クリエイトＳＤホールディングス,小売業
314A,ｉシェアーズ　ゴールド　ＥＴＦ,-
3150,グリムス,電気・ガス業
3151,バイタルケーエスケー・ホールディングス,卸売業
3153,八洲電機,卸売業
3154,メディアスホールディングス,卸売業
3156,レスター,卸売業
3157,ジオリーブグループ,卸売業
3159,丸善ＣＨＩホールディングス,小売業
315A,グローバルＸ　銀行　高配当－日本株式　ＥＴＦ,-
3160,大光,卸売業
3161,アゼアス,卸売業
3166,ＯＣＨＩホールディングス,卸売業
3167,ＴＯＫＡＩホールディングス,卸売業
3168,ＭＥＲＦ,卸売業
3169,ミサワ,小売業
316A,ｉＦｒｅｅＥＴＦ　ＦＡＮＧ＋,-
3172,ティーライフ,小売業
3173,Ｃｏｍｉｎｉｘ,卸売業
3174,ハピネス・アンド・ディ,小売業
3175,エー・ピーホールディングス,小売業
3176,三洋貿易,卸売業
3177,ありがとうサービス,小売業
3178,チムニー,小売業
3179,シュッピン,小売業
317A,エス・エム・エス・データテック,情報・通信業
3180,ビューティガレージ,卸売業
3181,買取王国,小売業
3182,オイシックス・ラ・大地,小売業
3183,ウイン・パートナーズ,卸売業
3184,ＩＣＤＡホールディングス,小売業
3185,夢展望,小売業
3186,ネクステージ,小売業
3187,ミラタップ,小売業
3189,ＡＮＡＰホールディングス,小売業
318A,ＶＩＸ短期先物指数ＥＴＦ,-
3190,ホットマン,小売業
3191,ジョイフル本田,小売業
3192,白鳩,小売業
3193,エターナルホスピタリティグループ,小売業
3195,ジェネレーションパス,小売業
3196,ホットランドホールディングス,小売業
3197,すかいらーくホールディングス,小売業
3198,ＳＦＰホールディングス,小売業
3199,綿半ホールディングス,小売業
319A,技術承継機構,金属製品
3201,日本毛織,繊維製品
3202,ダイトウボウ,繊維製品
3204,トーア紡コーポレーション,繊維製品
3205,ダイドーリミテッド,繊維製品
320A,Ｄ＆Ｉ,サービス業
321A,ヒューマンステージホールディングス,サービス業
3221,ヨシックスホールディングス,小売業
3222,ユナイテッド・スーパーマーケット・ホールディングス,小売業
3223,エスエルディー,小売業
3224,ゼネラル・オイスター,小売業
3226,三井不動産アコモデーションファンド投資法人,-
322A,ヒメジ理化,ガラス・土石製品
3231,野村不動産ホールディングス,不動産業
3232,三重交通グループホールディングス,不動産業
3234,森ヒルズリート投資法人,-
3236,プロパスト,不動産業
3237,イントランス,不動産業
3238,セントラル総合開発,不動産業
323A,フライヤー,情報・通信業
3241,ウィル,不動産業
3242,アーバネットコーポレーション,不動産業
3245,ディア・ライフ,不動産業
3246,コーセーアールイー,不動産業
3248,アールエイジ,不動産業
3249,産業ファンド投資法人,-
324A,ブッキングリゾート,サービス業
3252,地主,不動産業
325A,ＴＥＮＴＩＡＬ,繊維製品
3261,グランディーズ,不動産業
3266,ファンドクリエーショングループ,不動産業
3267,フィル・カンパニー,建設業
3269,アドバンス・レジデンス投資法人,-
326A,ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎａｔｉｏｎａｌ,卸売業
3271,ＴＨＥグローバル社,不動産業
3276,ＪＰＭＣ,不動産業
3277,サンセイランディック,不動産業
3279,アクティビア・プロパティーズ投資法人,-
3280,エストラスト,不動産業
3281,ＧＬＰ投資法人,-
3282,コンフォリア・レジデンシャル投資法人,-
3283,日本プロロジスリート投資法人,-
3284,フージャースホールディングス,不動産業
3286,トラストホールディングス,不動産業
3287,星野リゾート・リート投資法人,-
3288,オープンハウスグループ,不動産業
3289,東急不動産ホールディングス,不動産業
328A,グローバルＸ　プライシングパワー・リーダーズ－日本株式　ＥＴＦ,-
3290,Ｏｎｅリート投資法人,-
3291,飯田グループホールディングス,不動産業
3292,イオンリート投資法人,-
3293,アズマハウス,不動産業
3294,イーグランド,不動産業
3295,ヒューリックリート投資法人,-
3296,日本リート投資法人,-
3297,東武住販,不動産業
3299,ムゲンエステート,不動産業
329A,ジールアソシエイツ,サービス業
3300,アンビション　ＤＸ　ホールディングス,不動産業
3302,帝国繊維,繊維製品
3306,日本製麻,卸売業
3309,積水ハウス・リート投資法人,-
330A,ＴａｌｅｎｔＸ,情報・通信業
3315,日本コークス工業,石油・石炭製品
3317,フライングガーデン,小売業
331A,メディックス,サービス業
3320,クロスプラス,卸売業
3321,ミタチ産業,卸売業
3323,レカム,卸売業
3326,ランシステム,サービス業
3329,東和フードサービス,小売業
332A,ミーク,情報・通信業
3333,あさひ,小売業
333A,テクノスマイル,サービス業
3349,コスモス薬品,小売業
334A,ビジュアル・プロセッシング・ジャパン,情報・通信業
3350,メタプラネット,卸売業
3352,バッファロー,小売業
3353,メディカル一光グループ,小売業
3355,クリヤマホールディングス,卸売業
3358,ワイエスフード,小売業
3359,ｃｏｔｔａ,卸売業
335A,ミライロ,情報・通信業
3360,シップヘルスケアホールディングス,卸売業
3361,トーエル,小売業
336A,ダイナミックマッププラットフォーム,情報・通信業
3370,フジタコーポレーション,小売業
3371,ソフトクリエイトホールディングス,情報・通信業
3372,関門海,小売業
3374,内外テック,卸売業
3375,ＺＯＡ,小売業
3377,バイク王＆カンパニー,卸売業
3382,セブン＆アイ・ホールディングス,小売業
3386,コスモ・バイオ,卸売業
3387,クリエイト・レストランツ・ホールディングス,小売業
3388,明治電機工業,卸売業
338A,ＺｅｎｍｕＴｅｃｈ,情報・通信業
3391,ツルハホールディングス,小売業
3392,デリカフーズホールディングス,卸売業
3393,スターティアホールディングス,卸売業
3395,サンマルクホールディングス,小売業
3396,フェリシモ,小売業
3397,トリドールホールディングス,小売業
3399,丸千代山岡家,小売業
339A,プログレス・テクノロジーズ　グループ,サービス業
3401,帝人,繊維製品
3402,東レ,繊維製品
3405,クラレ,化学
3407,旭化成,化学
3409,北紡,繊維製品
340A,ジグザグ,情報・通信業
3415,ＴＯＫＹＯ　ＢＡＳＥ,小売業
3416,ピクスタ,小売業
3417,大木ヘルスケアホールディングス,卸売業
3418,バルニバービ,小売業
341A,トヨコー,建設業
3420,ケー・エフ・シー,金属製品
3421,稲葉製作所,金属製品
3422,Ｊ－ＭＡＸ,金属製品
3423,エスイー,金属製品
3426,アトムリビンテック,金属製品
3431,宮地エンジニアリンググループ,金属製品
3433,トーカロ,金属製品
3434,アルファＣｏ,金属製品
3435,サンコーテクノ,金属製品
3436,ＳＵＭＣＯ,金属製品
3437,特殊電極,金属製品
3439,三ツ知,金属製品
343A,ＩＡＣＥトラベル,サービス業
3440,日創グループ,金属製品
3441,山王,金属製品
3443,川田テクノロジーズ,金属製品
3444,菊池製作所,金属製品
3445,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,金属製品
3446,ジェイテックコーポレーション,金属製品
3447,信和,金属製品
3448,清鋼材,金属製品
3449,テクノフレックス,金属製品
3450,サトウ産業,金属製品
3451,トーセイ・リート投資法人,-
3452,ビーロット,不動産業
3454,ファーストブラザーズ,不動産業
3455,ヘルスケア＆メディカル投資法人,-
3457,Ａｎｄ　Ｄｏホールディングス,不動産業
3459,サムティ・レジデンシャル投資法人,-
345A,高配当成長　日本株（ネットリターン）ＥＴＮ,-
3461,パルマ,不動産業
3462,野村不動産マスターファンド投資法人,-
3463,いちごホテルリート投資法人,-
3465,ケイアイスター不動産,不動産業
3466,ラサールロジポート投資法人,-
3467,アグレ都市デザイン,不動産業
3468,スターアジア不動産投資法人,-
3469,デュアルタップ,不動産業
346A,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　半導体・半導体製造装置３５％キャップ指数連動型上場投信,-
3470,マリモ地方創生リート投資法人,-
3471,三井不動産ロジスティクスパーク投資法人,-
3472,日本ホテル＆レジデンシャル投資法人,-
3474,Ｇ－ＦＡＣＴＯＲＹ,不動産業
3475,グッドコムアセット,不動産業
3476,投資法人みらい,-
3477,フォーライフ,不動産業
3479,ティーケーピー,不動産業
347A,ＧＲＯＷＴＨ　ＰＯＷＥＲ,卸売業
3480,ジェイ・エス・ビー,不動産業
3481,三菱地所物流リート投資法人,-
3482,ロードスターキャピタル,不動産業
3483,翔栄,不動産業
3484,イノベーションホールディングス,不動産業
3486,グローバル・リンク・マネジメント,不動産業
3487,ＣＲＥロジスティクスファンド投資法人,-
3488,セントラル・リート投資法人,-
3489,フェイスネットワーク,不動産業
348A,ＭＡＸＩＳ読売３３３日本株上場投信,-
3490,アズ企画設計,不動産業
3491,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,不動産業
3492,ＭＩＲＡＲＴＨ不動産投資法人,-
3494,マリオン,不動産業
3495,香陵住販,不動産業
3496,アズーム,不動産業
3498,霞ヶ関キャピタル,不動産業
349A,ＳＭＤＡＭ　Ａｃｔｉｖｅ　ＥＴＦ　日本グロース株式,-
3501,ＳＵＭＩＮＯＥ,繊維製品
350A,デジタルグリッド,電気・ガス業
3512,日本フエルト,繊維製品
3513,イチカワ,繊維製品
351A,アクシスＩＴパートナーズ,情報・通信業
3521,テルマー湯ホールディングス,サービス業
3524,日東製網,繊維製品
3526,芦森工業,輸送用機器
3529,アツギ,繊維製品
352A,ＬＯＩＶＥ,サービス業
3536,アクサスホールディングス,小売業
3537,昭栄薬品,卸売業
3538,ウイルプラスホールディングス,小売業
3539,ＪＭホールディングス,小売業
3541,農業総合研究所,卸売業
3542,ベガコーポレーション,小売業
3543,コメダホールディングス,卸売業
3544,サツドラホールディングス,小売業
3546,アレンザホールディングス,小売業
3547,串カツ田中ホールディングス,小売業
3548,バロックジャパンリミテッド,小売業
3549,クスリのアオキホールディングス,小売業
354A,ｉＦｒｅｅＥＴＦ　ブルームバーグ日本株高配当５０指数,-
3550,スタジオアタオ,小売業
3551,ダイニック,繊維製品
3553,共和レザー,化学
3556,リネットジャパングループ,小売業
3557,ユナイテッド＆コレクティブ,小売業
3558,ジェイドグループ,小売業
3559,ピーバンドットコム,卸売業
355A,ナウビレッジ,サービス業
3560,ほぼ日,小売業
3561,力の源ホールディングス,小売業
3562,Ｎｏ．１,卸売業
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,小売業
3565,アセンテック,卸売業
3566,ユニフォームネクスト,小売業
3569,セーレン,繊維製品
356A,グローバルＸ　Ｓ＆Ｐ５００　キャッシュフロー・トップ１００　ＥＴＦ,-
3571,ソトー,繊維製品
3577,東海染工,繊維製品
357A,エフアンドエフ,小売業
3580,小松マテーレ,繊維製品
3583,オーベクス,繊維製品
358A,ゼン・ランド,不動産業
3591,ワコールホールディングス,繊維製品
3593,ホギメディカル,繊維製品
3597,自重堂,繊維製品
3598,山喜,繊維製品
359A,ＮＥＸＴ　ＳＴＡＧＥ,サービス業
3600,フジックス,繊維製品
3607,クラウディアホールディングス,繊維製品
3608,ＴＳＩホールディングス,繊維製品
360A,東証ＲＥＩＴ　Ｃｏｒｅ　ＥＴＦ,-
3611,マツオカコーポレーション,繊維製品
3612,ワールド,繊維製品
361A,リビングハウス,小売業
3622,ネットイヤーグループ,情報・通信業
3623,ビリングシステム,情報・通信業
3624,アクセルマーク,情報・通信業
3625,テックファームホールディングス,情報・通信業
3626,ＴＩＳ,情報・通信業
3627,テクミラホールディングス,情報・通信業
3628,データホライゾン,情報・通信業
362A,エクシオホールディングス,サービス業
3632,グリーホールディングス,情報・通信業
3633,ＧＭＯペパボ,情報・通信業
3634,ソケッツ,情報・通信業
3635,コーエーテクモホールディングス,情報・通信業
3636,三菱総合研究所,情報・通信業
3639,ボルテージ,情報・通信業
363A,ｉＦｒｅｅＥＴＦ　英国ＦＴＳＥ１００,-
3640,電算,情報・通信業
3641,パピレス,情報・通信業
3645,メディカルネット,情報・通信業
3646,駅探,情報・通信業
3647,ジー・スリーホールディングス,情報・通信業
3648,ＡＧＳ,情報・通信業
3649,ファインデックス,情報・通信業
364A,ＮＥＸＴ　ＦＵＮＤＳ　Ｓ＆Ｐ　５００　配当貴族指数連動型上場投信,-
3652,ディジタルメディアプロフェッショナル,情報・通信業
3653,モルフォ,情報・通信業
3655,ブレインパッド,情報・通信業
3656,ＫＬａｂ,情報・通信業
3657,ポールトゥウィンホールディングス,情報・通信業
3659,ネクソン,情報・通信業
365A,伊澤タオル,繊維製品
3660,アイスタイル,情報・通信業
3661,エムアップホールディングス,情報・通信業
3662,エイチームホールディングス,情報・通信業
3663,セルシス,情報・通信業
3664,モブキャストホールディングス,情報・通信業
3665,エニグモ,情報・通信業
3667,ｅｎｉｓｈ,情報・通信業
3668,コロプラ,情報・通信業
366A,ウェルネス・コミュニケーションズ,サービス業
3670,協立情報通信,情報・通信業
3671,ソフトマックス,情報・通信業
3672,オルトプラス,情報・通信業
3673,ブロードリーフ,情報・通信業
3674,オークファン,情報・通信業
3675,クロス・マーケティンググループ,情報・通信業
3676,デジタルハーツホールディングス,情報・通信業
3678,メディアドゥ,情報・通信業
3679,じげん,情報・通信業
367A,プリモグローバルホールディングス,小売業
3680,ホットリンク,情報・通信業
3681,ブイキューブ,情報・通信業
3682,エンカレッジ・テクノロジ,情報・通信業
3683,サイバーリンクス,情報・通信業
3686,ディー・エル・イー,情報・通信業
3687,フィックスターズ,情報・通信業
368A,北里コーポレーション,精密機器
3690,イルグルム,情報・通信業
3691,デジタルプラス,情報・通信業
3692,ＦＦＲＩセキュリティ,情報・通信業
3694,オプティム,情報・通信業
3695,ＧＭＯプロダクトプラットフォーム,情報・通信業
3696,セレス,情報・通信業
3697,ＳＨＩＦＴ,情報・通信業
3698,ＣＲＩ・ミドルウェア,情報・通信業
369A,エータイ,サービス業
3708,特種東海製紙,パルプ・紙
370A,リバイブル,不動産業
3710,ジョルダン,情報・通信業
3712,情報企画,情報・通信業
3719,ＡＩストーム,情報・通信業
371A,デージーネット,情報・通信業
3723,日本ファルコム,情報・通信業
3726,フォーシーズＨＤ,小売業
3727,アプリックス,情報・通信業
372A,レント,サービス業
3733,ソフトウェア・サービス,情報・通信業
373A,リップス,化学
3741,セック,情報・通信業
3744,サイオス,情報・通信業
3747,インタートレード,情報・通信業
374A,樋口総合研究所,情報・通信業
3750,ＡＤＲ１２０Ｓ,情報・通信業
3753,フライトソリューションズ,情報・通信業
3758,アエリア,情報・通信業
375A,ＹＡＫホールディングス,不動産業
3760,ケイブ,情報・通信業
3762,テクマトリックス,情報・通信業
3763,プロシップ,情報・通信業
3765,ガンホー・オンライン・エンターテイメント,情報・通信業
3766,システムズ・デザイン,情報・通信業
3768,リスクモンスター,情報・通信業
3769,ＧＭＯペイメントゲートウェイ,情報・通信業
376A,ＮＥＸＴ　ＦＵＮＤＳ　ブルームバーグ米国国債（７－１０年）インデックス（７５％為替ヘッジあり）連動型上場投信,-
3771,システムリサーチ,情報・通信業
3772,ウェルス・マネジメント,不動産業
3773,アドバンスト・メディア,情報・通信業
3774,インターネットイニシアティブ,情報・通信業
3776,ブロードバンドタワー,情報・通信業
3777,環境フレンドリーホールディングス,情報・通信業
3778,さくらインターネット,情報・通信業
3779,ジェイ・エスコムホールディングス,情報・通信業
3787,テクノマセマティカル,情報・通信業
3788,ＧＭＯグローバルサイン・ホールディングス,情報・通信業
378A,ヒット,サービス業
3791,ＩＧポート,情報・通信業
3793,ドリコム,情報・通信業
3796,いい生活,情報・通信業
3798,ＵＬＳグループ,情報・通信業
3799,キーウェアソリューションズ,情報・通信業
379A,グローバルＸ　Ｓ＆Ｐ５００　ＥＴＦ（ダイナミック・プロテクション）,-
3800,ユニリタ,情報・通信業
3802,エコミック,情報・通信業
3803,イメージ情報開発,情報・通信業
